ts_code,trade_date,close,return
000001,20190101,10.099342830602247,0.009934283060224702
000001,20190102,10.071415259027017,-0.002765286023423852
000001,20190103,10.38951341997406,0.03158425631014783
000001,20190104,10.548978888323825,0.015348694583058098
000001,20190107,10.600027986214243,0.004839245431320638
000001,20190108,10.194411503437372,-0.03826560489315611
000001,20190109,10.493240036835227,0.02931297537843114
000001,20190110,10.44585753852255,-0.004515526009730708
000001,20190111,10.320373814782217,-0.012012773798376064
000001,20190114,10.260166044036174,-0.005833874995865518
000001,20190115,10.42895499157329,0.016450898242063694
000001,20190116,10.174312522027373,-0.024416872999420525
000001,20190117,10.324580317466294,0.01476933159990823
000001,20190118,10.359966429126533,0.0034273656237993055
000001,20190121,10.264522385064584,-0.009212775419195629
000001,20190122,10.481539480160052,0.021142444524378412
000001,20190123,10.339635786736135,-0.013538440006119146
000001,20190124,10.466125987656074,0.012233525776817356
000001,20190125,10.290458861074137,-0.016784350464452813
000001,20190128,10.2268201164135,-0.006184247517024288
000001,20190129,10.393011224924827,0.01625051644788389
000001,20190130,10.674919581737404,0.02712480057141642
000001,20190131,10.667270780008785,-0.0007165207821990816
000001,20190201,11.001080331024601,0.03129287311628004
000001,20190204,11.021269684502686,0.0018352155307099771
000001,20190205,10.583159024015671,-0.0397513782920178
000001,20190206,10.412030696629312,-0.016169872057863688
000001,20190207,10.307544501828268,-0.010035140871690773
000001,20190208,10.327557125028935,0.001941550986960916
000001,20190211,10.527631854500966,0.019372899810657707
000001,20190212,10.589980759732738,0.00592240554129142
000001,20190213,10.645272165924974,0.005221105443597773
000001,20190214,10.610933559981783,-0.003225714233320076
000001,20190215,10.69668069591204,0.008081017136290836
000001,20190218,10.28619103554082,-0.03837542430598084
000001,20190219,10.280736499781556,-0.0005302775089844891
000001,20190220,10.241184251946386,-0.0038472192956224838
000001,20190221,10.30294828981685,0.006030946846672158
000001,20190222,10.465947514736403,0.01582063894086083
000001,20190225,10.275595487287573,-0.018187749095894823
000001,20190226,10.072028475437428,-0.019810726502613618
000001,20190227,9.957953138274734,-0.011325954592055432
000001,20190228,9.746385726276738,-0.021246074274522075
000001,20190301,9.838702016397047,0.00947184861270367
000002,20190101,10.162703443473935,0.016270344347393495
000002,20190102,9.912525262932485,-0.02461728632867899
000002,20190103,9.964047158200264,0.005197655884968455
000002,20190104,10.11984955747524,0.015636457435546314
000002,20190107,9.982214599920473,-0.013600494431569854
000002,20190108,10.028582724854195,0.004645073943220002
000002,20190109,10.402804205472986,0.037315490222895153
000002,20190110,10.50138802752004,0.00947665841823575
000002,20190111,10.703723758512938,0.0192675225848864
000002,20190114,10.792089618807161,0.008255618538729914
000002,20190115,10.775447847651956,-0.0015420341882821376
000002,20190116,10.84896915390716,0.006823039496332894
000002,20190117,10.984726069037347,0.012513346955300042
000002,20190118,10.79641324993258,-0.01714315112832565
000002,20190121,10.748161318405403,-0.004469255706517017
000002,20190122,10.901645168243862,0.01428000988184186
000002,20190123,10.717016275342267,-0.01693587436136812
000002,20190124,10.392323428109957,-0.030296944493717337
000002,20190125,10.208616781283112,-0.017677148724022707
000002,20190128,10.240003195208311,0.0030745021189104715
000002,20190129,10.461812159022095,0.02166102486350563
000002,20190130,10.682305741445719,0.021076041040698046
000002,20190131,10.792343678576627,0.010300953726120943
000002,20190201,11.62394372554504,0.07705462981309452
000002,20190204,11.4442781894757,-0.015456504290751405
000002,20190205,11.390073829156165,-0.004736372134800271
000002,20190206,11.282567053282705,-0.009438637315788645
000002,20190207,11.528290215842635,0.02177901193934728
000002,20190208,11.538797523764256,0.0009114367980762594
